Timestamp,Value_0,Value_1,Value_2
2025-03-17 16:22:19,42,92,0
2025-03-17 16:22:20,42,92,0
2025-03-17 16:22:21,42,92,0
2025-03-17 16:22:22,42,92,0
2025-03-17 16:22:23,42,92,0
2025-03-17 16:22:24,42,92,0
2025-03-17 16:22:25,42,92,0
2025-03-17 16:22:26,42,92,0
2025-03-17 16:22:27,42,92,0
2025-03-17 16:22:28,42,92,0
